issn_l,sourcerecord_id,source_title_medline_sourced_journals_are_indicated_in_green,ajcs,top_level_code,subject_area,top_level
1934-8525,12100156717,Current Protocols in Microbiology,2405,24,Immunology and Microbiology,Life Sciences
1934-8576,11600153416,Current Protocols in Neuroscience,2800,28,Neuroscience,Life Sciences
1934-9254,19700188399,Current Protocols in Toxicology,3005,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
1934-9270,11600153417,Current Protocols in Nucleic Acid Chemistry,1303,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1934-9270,11600153417,Current Protocols in Nucleic Acid Chemistry,1605,16,Chemistry,Physical Sciences
1934-9297,12100157156,Current Protocols in Cytometry,3607,36,Health Professions,Health Sciences
1934-9297,12100157156,Current Protocols in Cytometry,2700,27,Medicine,Health Sciences
1934-9297,12100157156,Current Protocols in Cytometry,2722,27,Medicine,Health Sciences
1934-9297,12100157156,Current Protocols in Cytometry,1303,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1935-2611,19900192131,Journal of Leadership Studies,3304,33,Social Sciences,Social Sciences
1935-4932,19700169883,Journal of Latin American and Caribbean Anthropology,3314,33,Social Sciences,Social Sciences
1935-9772,12100154911,Anatomical Sciences Education,2710,27,Medicine,Health Sciences
1935-9772,12100154911,Anatomical Sciences Education,2700,27,Medicine,Health Sciences
1935-9772,12100154911,Anatomical Sciences Education,2722,27,Medicine,Health Sciences
1935-9772,12100154911,Anatomical Sciences Education,2702,27,Medicine,Health Sciences
1936-0584,16700154710,Ecohydrology,1904,19,Earth and Planetary Sciences,Physical Sciences
1936-0584,16700154710,Ecohydrology,2303,23,Environmental Science,Physical Sciences
1936-0584,16700154710,Ecohydrology,1104,11,Agricultural and Biological Sciences,Life Sciences
1936-0584,16700154710,Ecohydrology,1105,11,Agricultural and Biological Sciences,Life Sciences
1936-5209,17700155308,Journal of Plant Registrations,1311,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1936-5209,17700155308,Journal of Plant Registrations,1102,11,Agricultural and Biological Sciences,Life Sciences
1938-8969,12300154703,Current Protocols in Stem Cell Biology,1307,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1938-8969,12300154703,Current Protocols in Stem Cell Biology,1309,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1938-8969,12300154703,Current Protocols in Stem Cell Biology,2700,27,Medicine,Health Sciences
1939-0041,19700166902,Wiley Interdisciplinary Reviews: Nanomedicine and Nanobiotechnology,2204,22,Engineering,Physical Sciences
1939-0041,19700166902,Wiley Interdisciplinary Reviews: Nanomedicine and Nanobiotechnology,2701,27,Medicine,Health Sciences
1939-0041,19700166902,Wiley Interdisciplinary Reviews: Nanomedicine and Nanobiotechnology,1502,15,Chemical Engineering,Physical Sciences
1939-0068,19700186880,Wiley Interdisciplinary Reviews: Computational Statistics,2613,26,Mathematics,Physical Sciences
1939-3806,17300154985,Autism Research,2716,27,Medicine,Health Sciences
1939-3806,17300154985,Autism Research,2728,27,Medicine,Health Sciences
1939-3806,17300154985,Autism Research,2800,28,Neuroscience,Life Sciences
1939-5078,19900191715,Wiley Interdisciplinary Reviews: Cognitive Science,3200,32,Psychology,Social Sciences
1939-5078,19900191715,Wiley Interdisciplinary Reviews: Cognitive Science,2700,27,Medicine,Health Sciences
1939-5078,19900191715,Wiley Interdisciplinary Reviews: Cognitive Science,2800,28,Neuroscience,Life Sciences
1942-4795,21100228068,Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery,1700,17,Computer Science,Physical Sciences
1942-7603,19700174958,Drug Testing and Analysis,1607,16,Chemistry,Physical Sciences
1942-7603,19700174958,Drug Testing and Analysis,3003,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
1942-7603,19700174958,Drug Testing and Analysis,2304,23,Environmental Science,Physical Sciences
1942-7603,19700174958,Drug Testing and Analysis,1602,16,Chemistry,Physical Sciences
1942-9533,19700188800,Electronics and Communications in Japan,2604,26,Mathematics,Physical Sciences
1942-9533,19700188800,Electronics and Communications in Japan,2208,22,Engineering,Physical Sciences
1942-9533,19700188800,Electronics and Communications in Japan,1705,17,Computer Science,Physical Sciences
1942-9533,19700188800,Electronics and Communications in Japan,3100,31,Physics and Astronomy,Physical Sciences
1942-9533,19700188800,Electronics and Communications in Japan,1711,17,Computer Science,Physical Sciences
1943-0779,19900191541,Asian Politics and Policy,3320,33,Social Sciences,Social Sciences
1943-0779,19900191541,Asian Politics and Policy,3312,33,Social Sciences,Social Sciences
1944-2858,19900188001,Poverty & Public Policy,3312,33,Social Sciences,Social Sciences
1944-2866,21100208044,Policy and Internet,1706,17,Computer Science,Physical Sciences
1944-2866,21100208044,Policy and Internet,2719,27,Medicine,Health Sciences
1944-2866,21100208044,Policy and Internet,3321,33,Social Sciences,Social Sciences
1944-2866,21100208044,Policy and Internet,3306,33,Social Sciences,Social Sciences
1944-4079,21100802686,"Risk, Hazards and Crisis in Public Policy",3321,33,Social Sciences,Social Sciences
1944-7442,17700156701,Environmental Progress and Sustainable Energy,2300,23,Environmental Science,Physical Sciences
1944-7442,17700156701,Environmental Progress and Sustainable Energy,2311,23,Environmental Science,Physical Sciences
1944-7442,17700156701,Environmental Progress and Sustainable Energy,2312,23,Environmental Science,Physical Sciences
1944-7442,17700156701,Environmental Progress and Sustainable Energy,1500,15,Chemical Engineering,Physical Sciences
1944-7442,17700156701,Environmental Progress and Sustainable Energy,2105,21,Energy,Physical Sciences
1944-7442,17700156701,Environmental Progress and Sustainable Energy,2304,23,Environmental Science,Physical Sciences
1944-7442,17700156701,Environmental Progress and Sustainable Energy,2305,23,Environmental Science,Physical Sciences
1944-9208,28599,Reviews of Geophysics,1908,19,Earth and Planetary Sciences,Physical Sciences
1948-3430,19700182321,Current Protocols in Essential Laboratory Techniques,1301,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1948-3430,19700182321,Current Protocols in Essential Laboratory Techniques,1601,16,Chemistry,Physical Sciences
1948-4682,19900192123,World Medical and Health Policy,2719,27,Medicine,Health Sciences
1949-3592,19600166416,Cytoskeleton,1307,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1949-3592,19600166416,Cytoskeleton,1315,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2040-5790,19700176401,Applied Economic Perspectives and Policy,2002,20,"Economics, Econometrics and Finance",Social Sciences
2040-5790,19700176401,Applied Economic Perspectives and Policy,3303,33,Social Sciences,Social Sciences
2040-7939,19700174683,International Journal for Numerical Methods in Biomedical Engineering,2604,26,Mathematics,Physical Sciences
2040-7939,19700174683,International Journal for Numerical Methods in Biomedical Engineering,1703,17,Computer Science,Physical Sciences
2040-7939,19700174683,International Journal for Numerical Methods in Biomedical Engineering,1312,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2040-7939,19700174683,International Journal for Numerical Methods in Biomedical Engineering,2611,26,Mathematics,Physical Sciences
2040-7939,19700174683,International Journal for Numerical Methods in Biomedical Engineering,2204,22,Engineering,Physical Sciences
2040-7939,19700174683,International Journal for Numerical Methods in Biomedical Engineering,1712,17,Computer Science,Physical Sciences
2041-1006,19600161903,Molecular Oral Microbiology,2726,27,Medicine,Health Sciences
2041-1006,19600161903,Molecular Oral Microbiology,3500,35,Dentistry,Health Sciences
2041-1006,19600161903,Molecular Oral Microbiology,2403,24,Immunology and Microbiology,Life Sciences
2041-1006,19600161903,Molecular Oral Microbiology,2404,24,Immunology and Microbiology,Life Sciences
2041-1286,21100239623,International Journal of Applied Glass Science,2500,25,Materials Science,Physical Sciences
2041-210X,21100217611,Methods in Ecology and Evolution,2302,23,Environmental Science,Physical Sciences
2041-210X,21100217611,Methods in Ecology and Evolution,1105,11,Agricultural and Biological Sciences,Life Sciences
2041-6156,19700177345,Asia-Pacific Journal of Financial Studies,2003,20,"Economics, Econometrics and Finance",Social Sciences
2041-7365,21100814520,Latin American Policy,3320,33,Social Sciences,Social Sciences
2041-7365,21100814520,Latin American Policy,3312,33,Social Sciences,Social Sciences
2041-8396,21100239615,Wiley Interdisciplinary Reviews: Energy and Environment,2300,23,Environmental Science,Physical Sciences
2041-8396,21100239615,Wiley Interdisciplinary Reviews: Energy and Environment,2105,21,Energy,Physical Sciences
2042-5791,21100409642,Global Strategy Journal,1408,14,"Business, Management and Accounting",Social Sciences
2042-5791,21100409642,Global Strategy Journal,1403,14,"Business, Management and Accounting",Social Sciences
2042-6976,21100202148,International Forum of Allergy and Rhinology,2733,27,Medicine,Health Sciences
2042-6976,21100202148,International Forum of Allergy and Rhinology,2723,27,Medicine,Health Sciences
2046-0252,21100409888,PsyCh Journal,3200,32,Psychology,Social Sciences
2047-2919,21100232419,Andrology,2748,27,Medicine,Health Sciences
2047-2919,21100232419,Andrology,1310,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2047-2919,21100232419,Andrology,2743,27,Medicine,Health Sciences
2047-2919,21100232419,Andrology,2712,27,Medicine,Health Sciences
2047-3087,21100215113,International Journal of Nursing Knowledge,2908,29,Nursing,Health Sciences
2047-3087,21100215113,International Journal of Nursing Knowledge,2922,29,Nursing,Health Sciences
2047-6302,21100201916,Pediatric Obesity,2739,27,Medicine,Health Sciences
2047-6302,21100201916,Pediatric Obesity,2916,29,Nursing,Health Sciences
2047-6302,21100201916,Pediatric Obesity,2719,27,Medicine,Health Sciences
2047-6302,21100201916,Pediatric Obesity,2735,27,Medicine,Health Sciences
2047-7473,21100205112,Journal of Software: Evolution and Process,1712,17,Computer Science,Physical Sciences
2049-1948,21100981277,Wiley Interdisciplinary Reviews: Water,2308,23,Environmental Science,Physical Sciences
2049-1948,21100981277,Wiley Interdisciplinary Reviews: Water,2212,22,Engineering,Physical Sciences
2049-1948,21100981277,Wiley Interdisciplinary Reviews: Water,2312,23,Environmental Science,Physical Sciences
2049-1948,21100981277,Wiley Interdisciplinary Reviews: Water,1104,11,Agricultural and Biological Sciences,Life Sciences
2049-1948,21100981277,Wiley Interdisciplinary Reviews: Water,2303,23,Environmental Science,Physical Sciences
2049-1948,21100981277,Wiley Interdisciplinary Reviews: Water,1910,19,Earth and Planetary Sciences,Physical Sciences
2049-4173,21100932750,Neurology and Clinical Neuroscience,2728,27,Medicine,Health Sciences
2049-4173,21100932750,Neurology and Clinical Neuroscience,2808,28,Neuroscience,Life Sciences
2049-6613,21101028427,Review of Education,3304,33,Social Sciences,Social Sciences
2050-0386,21100236217,"Review of European, Comparative and International Environmental Law",3308,33,Social Sciences,Social Sciences
2050-0386,21100236217,"Review of European, Comparative and International Environmental Law",2308,23,Environmental Science,Physical Sciences
2050-0386,21100236217,"Review of European, Comparative and International Environmental Law",3305,33,Social Sciences,Social Sciences
2052-174X,21100305327,Austral Entomology,1109,11,Agricultural and Biological Sciences,Life Sciences
2052-174X,21100305327,Austral Entomology,1102,11,Agricultural and Biological Sciences,Life Sciences
2052-174X,21100305327,Austral Entomology,2303,23,Environmental Science,Physical Sciences
2052-174X,21100305327,Austral Entomology,1105,11,Agricultural and Biological Sciences,Life Sciences
2052-5192,21100246534,"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials",2505,25,Materials Science,Physical Sciences
2052-5192,21100246534,"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials",2506,25,Materials Science,Physical Sciences
2052-5192,21100246534,"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials",3107,31,Physics and Astronomy,Physical Sciences
2052-5192,21100246534,"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials",2504,25,Materials Science,Physical Sciences
2052-6121,21100466246,Veterinary Record Case Reports,3400,34,Veterinary,Health Sciences
2053-2296,21100316073,"Acta Crystallographica. Section C, Structural Chemistry",2505,25,Materials Science,Physical Sciences
2053-2296,21100316073,"Acta Crystallographica. Section C, Structural Chemistry",1604,16,Chemistry,Physical Sciences
2053-2296,21100316073,"Acta Crystallographica. Section C, Structural Chemistry",1606,16,Chemistry,Physical Sciences
2053-2296,21100316073,"Acta Crystallographica. Section C, Structural Chemistry",3104,31,Physics and Astronomy,Physical Sciences
2053-230X,21100326880,Acta Crystallographica Section F: Structural Biology Communications,3104,31,Physics and Astronomy,Physical Sciences
2053-230X,21100326880,Acta Crystallographica Section F: Structural Biology Communications,1311,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2053-230X,21100326880,Acta Crystallographica Section F: Structural Biology Communications,1303,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2053-230X,21100326880,Acta Crystallographica Section F: Structural Biology Communications,1315,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2053-230X,21100326880,Acta Crystallographica Section F: Structural Biology Communications,1304,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2053-2733,21100326898,Acta Crystallographica Section A: Foundations and Advances,1604,16,Chemistry,Physical Sciences
2053-2733,21100326898,Acta Crystallographica Section A: Foundations and Advances,1606,16,Chemistry,Physical Sciences
2053-2733,21100326898,Acta Crystallographica Section A: Foundations and Advances,3104,31,Physics and Astronomy,Physical Sciences
2053-2733,21100326898,Acta Crystallographica Section A: Foundations and Advances,2500,25,Materials Science,Physical Sciences
2053-2733,21100326898,Acta Crystallographica Section A: Foundations and Advances,1303,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2053-2733,21100326898,Acta Crystallographica Section A: Foundations and Advances,1315,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2054-6750,21101133555,Sonography,2741,27,Medicine,Health Sciences
2055-2335,23104,Journal of Pharmacy Practice and Research,2736,27,Medicine,Health Sciences
2055-2335,23104,Journal of Pharmacy Practice and Research,3611,36,Health Professions,Health Sciences
