values,ind
1179-5549,OpenAlex
1756-2856,OpenAlex
1721-727X,OpenAlex
1756-8277,OpenAlex
1756-8293,OpenAlex
0393-6155,OpenAlex
1073-2748,OpenAlex
1847-9804,OpenAlex
2280-8000,OpenAlex
1940-0829,OpenAlex
2332-8584,OpenAlex
1866-802X,OpenAlex
1849-5435,OpenAlex
2053-9517,OpenAlex
2192-5682,OpenAlex
1179-0695,OpenAlex
2053-1680,OpenAlex
2325-9671,OpenAlex
0145-5613,OpenAlex
1847-9790,OpenAlex
2042-0986,OpenAlex
1747-0161,OpenAlex
2045-1253,OpenAlex
1022-5536,OpenAlex
2333-794X,OpenAlex
2324-7096,OpenAlex
2473-0114,OpenAlex
1178-6302,OpenAlex
2054-3581,OpenAlex
2050-3121,OpenAlex
2210-4917,OpenAlex
2331-2165,OpenAlex
2050-313X,OpenAlex
2055-1029,OpenAlex
1455-0725,OpenAlex
2045-8932,OpenAlex
2043-8087,OpenAlex
2333-7214,OpenAlex
0301-5742,OpenAlex
2055-1169,OpenAlex
1179-5441,OpenAlex
1179-5476,OpenAlex
2056-3051,OpenAlex
2040-6207,OpenAlex
2340-9436,OpenAlex
2058-4601,OpenAlex
2635-0254,OpenAlex
2374-3735,OpenAlex
1179-5557,OpenAlex
2382-1205,OpenAlex
2381-4683,OpenAlex
2471-5492,OpenAlex
1179-5735,OpenAlex
2472-7512,OpenAlex
2515-690X,OpenAlex
2055-6683,OpenAlex
0974-150X,OpenAlex
2333-3928,OpenAlex
2055-2076,OpenAlex
2048-0040,OpenAlex
1178-2242,OpenAlex
2515-2459,OpenAlex
2059-2043,OpenAlex
2514-183X,OpenAlex
2054-2704,OpenAlex
1178-6221,OpenAlex
2010-1058,OpenAlex
2096-6083,OpenAlex
2632-3524,OpenAlex
1179-5581,OpenAlex
2634-8535,OpenAlex
2164-9561,OpenAlex
1179-545X,OpenAlex
1179-5468,OpenAlex
2515-8163,OpenAlex
1179-5484,OpenAlex
2515-8414,OpenAlex
2632-4636,OpenAlex
1178-6469,OpenAlex
2378-0231,OpenAlex
1179-5514,OpenAlex
1178-6388,OpenAlex
2096-5311,OpenAlex
2096-5958,OpenAlex
2515-1355,OpenAlex
1178-2218,OpenAlex
2397-8473,OpenAlex
2212-585X,OpenAlex
2633-0040,OpenAlex
2631-7745,OpenAlex
2059-5131,OpenAlex
1179-5522,OpenAlex
2396-9415,OpenAlex
1178-6329,OpenAlex
2631-8318,OpenAlex
2399-2026,OpenAlex
2049-9361,OpenAlex
2631-7877,OpenAlex
1609-4069,OpenAlex
0256-0909,OpenAlex
1179-173X,OpenAlex
1179-5565,OpenAlex
2055-2173,OpenAlex
1178-6337,OpenAlex
2470-5470,OpenAlex
2377-9608,OpenAlex
2513-826X,OpenAlex
2059-7991,OpenAlex
2470-2897,OpenAlex
2325-9574,OpenAlex
1179-5573,OpenAlex
2515-2564,OpenAlex
1178-2234,OpenAlex
2333-3936,OpenAlex
2152-6567,OpenAlex
2059-4372,OpenAlex
1179-5972,OpenAlex
2633-4895,OpenAlex
1747-5198,OpenAlex
2329-048X,OpenAlex
1179-237X,OpenAlex
1178-6361,OpenAlex
2633-190X,OpenAlex
2398-2128,OpenAlex
1179-5727,OpenAlex
2633-9447,OpenAlex
2516-8657,OpenAlex
1179-9161,OpenAlex
2632-010X,OpenAlex
2473-974X,OpenAlex
2059-7002,OpenAlex
2329-7778,OpenAlex
1672-6030,OpenAlex
2473-2877,OpenAlex
2378-0967,OpenAlex
1875-3183,OpenAlex
1874-1967,OpenAlex
1874-9445,OpenAlex
1874-6136,OpenAlex
1874-091X,OpenAlex
1874-2858,OpenAlex
1875-0362,OpenAlex
1875-399X,OpenAlex
1874-3641,OpenAlex
1874-4400,OpenAlex
1874-1045,OpenAlex
1874-3064,OpenAlex
1874-2793,OpenAlex
1874-3722,OpenAlex
1874-8368,OpenAlex
1745-0179,OpenAlex
1876-3863,OpenAlex
1874-1924,OpenAlex
1874-1495,OpenAlex
1874-3129,OpenAlex
1874-3501,OpenAlex
1874-3315,OpenAlex
1874-1231,OpenAlex
1874-205X,OpenAlex
1874-0707,OpenAlex
1874-1207,OpenAlex
1874-4478,OpenAlex
1874-303X,OpenAlex
1874-4214,OpenAlex
2589-6458,OpenAlex
1876-5246,OpenAlex
0273-1223,OpenAlex
2754-2734,OpenAlex
2754-2726,OpenAlex
0891-2017,OpenAlex
2158-3226,OpenAlex
2166-532X,OpenAlex
2468-080X,OpenAlex
2688-4070,OpenAlex
1087-3562,OpenAlex
2160-3308,OpenAlex
2469-9888,OpenAlex
2469-9896,OpenAlex
2691-3399,OpenAlex
2643-1564,OpenAlex
0909-6396,OpenAlex
1464-7141,OpenAlex
2040-2244,OpenAlex
2043-9083,OpenAlex
2616-6518,OpenAlex
1998-9563,OpenAlex
1134-2196,OpenAlex
2709-8028,OpenAlex
2709-6092,OpenAlex
0736-6205,OpenAlex
2056-5623,OpenAlex
2053-0846,OpenAlex
2631-3316,OpenAlex
1177-5475,OpenAlex
1177-889X,OpenAlex
1178-7031,OpenAlex
1178-7007,OpenAlex
1176-6344,OpenAlex
1555-1741,OpenAlex
1178-7058,OpenAlex
1178-7090,OpenAlex
1178-6930,OpenAlex
1176-6336,OpenAlex
1178-6965,OpenAlex
1176-9114,OpenAlex
1179-318X,OpenAlex
1177-5467,OpenAlex
1179-1357,OpenAlex
1178-7023,OpenAlex
1178-7015,OpenAlex
1178-7074,OpenAlex
1176-6328,OpenAlex
1176-9106,OpenAlex
1176-9092,OpenAlex
1177-8881,OpenAlex
1179-1365,OpenAlex
1179-1616,OpenAlex
1177-8903,OpenAlex
1179-1608,OpenAlex
2324-1128,OpenAlex
2324-481X,OpenAlex
2230-326X,OpenAlex
2253-5969,OpenAlex
1179-1551,OpenAlex
1179-9927,OpenAlex
1179-1373,OpenAlex
1179-1349,OpenAlex
1179-1500,OpenAlex
1179-1470,OpenAlex
1179-7282,OpenAlex
1178-7082,OpenAlex
1179-1519,OpenAlex
2253-2447,OpenAlex
1179-1535,OpenAlex
1178-6981,OpenAlex
1179-156X,OpenAlex
2230-2034,OpenAlex
1179-1411,OpenAlex
1178-2390,OpenAlex
1179-7258,OpenAlex
1179-1578,OpenAlex
1178-6973,OpenAlex
1178-704X,OpenAlex
1179-1594,OpenAlex
1179-271X,OpenAlex
1179-8475,OpenAlex
1179-8467,OpenAlex
1178-7066,OpenAlex
1179-2736,OpenAlex
1179-1543,OpenAlex
1179-1322,OpenAlex
2624-3733,OpenAlex
2230-2476,OpenAlex
2230-522X,OpenAlex
1179-2728,OpenAlex
1179-2752,OpenAlex
1179-2760,OpenAlex
1179-1454,OpenAlex
1178-6949,OpenAlex
2253-1572,OpenAlex
1179-9900,OpenAlex
1179-1586,OpenAlex
1179-9889,OpenAlex
1179-2698,OpenAlex
1179-1489,OpenAlex
1179-1462,OpenAlex
1179-9935,OpenAlex
2253-1564,OpenAlex
1179-1527,OpenAlex
2324-5344,OpenAlex
2230-5254,OpenAlex
1927-7733,OpenAlex
1178-7104,OpenAlex
1179-7266,OpenAlex
1179-3201,OpenAlex
1179-1438,OpenAlex
1179-139X,OpenAlex
1179-1314,OpenAlex
1178-7112,OpenAlex
2253-1556,OpenAlex
1179-2744,OpenAlex
1178-6957,OpenAlex
1588-970X,OpenAlex
1788-2281,OpenAlex
2062-509X,OpenAlex
2062-5871,OpenAlex
2062-0810,OpenAlex
0027-5247,OpenAlex
2630-936X,OpenAlex
2064-2199,OpenAlex
2559-9283,OpenAlex
2732-0960,OpenAlex
0013-9661,OpenAlex
1024-5332,OpenAlex
0953-7104,OpenAlex
1476-0584,OpenAlex
1547-691X,OpenAlex
0891-6934,OpenAlex
1064-1955,OpenAlex
0167-482X,OpenAlex
0301-4460,OpenAlex
0190-2148,OpenAlex
0144-3615,OpenAlex
0954-6634,OpenAlex
1368-5538,OpenAlex
1064-1963,OpenAlex
0785-3890,OpenAlex
1541-2563,OpenAlex
1369-6998,OpenAlex
1025-3890,OpenAlex
2169-1401,OpenAlex
2331-205X,OpenAlex
2162-5336,OpenAlex
2057-5858,OpenAlex
2516-8290,OpenAlex
1753-318X,OpenAlex
0007-9235,OpenAlex
0890-8575,OpenAlex
0909-0495,OpenAlex
1753-0407,OpenAlex
0896-4327,OpenAlex
1752-4571,OpenAlex
0730-6679,OpenAlex
1759-7323,OpenAlex
0363-907X,OpenAlex
1095-4244,OpenAlex
1752-8054,OpenAlex
0908-8857,OpenAlex
1366-9516,OpenAlex
1552-5031,OpenAlex
0947-5745,OpenAlex
1082-720X,OpenAlex
1347-9032,OpenAlex
1355-557X,OpenAlex
1526-9914,OpenAlex
0891-6640,OpenAlex
1524-6175,OpenAlex
1042-7163,OpenAlex
1075-122X,OpenAlex
0887-8013,OpenAlex
1462-5814,OpenAlex
1049-8931,OpenAlex
2150-8925,OpenAlex
1467-7644,OpenAlex
1353-5773,OpenAlex
1083-6101,OpenAlex
1742-4801,OpenAlex
0893-8849,OpenAlex
1368-5031,OpenAlex
0004-9530,OpenAlex
2041-210X,OpenAlex
1350-4827,OpenAlex
1546-6086,OpenAlex
1530-261X,OpenAlex
1582-1838,OpenAlex
1618-0240,OpenAlex
1757-7853,OpenAlex
1322-7130,OpenAlex
0800-0395,OpenAlex
1752-6981,OpenAlex
1525-2027,OpenAlex
2051-817X,OpenAlex
0280-6495,OpenAlex
1740-8695,OpenAlex
0906-7590,OpenAlex
1942-2466,OpenAlex
2198-3844,OpenAlex
2048-3694,OpenAlex
2162-3279,OpenAlex
2196-7350,OpenAlex
2052-1707,OpenAlex
2051-3380,OpenAlex
2048-7177,OpenAlex
2575-5609,OpenAlex
1545-2255,OpenAlex
2053-1095,OpenAlex
2521-3555,OpenAlex
2196-0216,OpenAlex
1751-231X,OpenAlex
1477-8920,OpenAlex
1606-9749,OpenAlex
1366-7017,OpenAlex
2617-4782,OpenAlex
1836-0416,OpenAlex
1514-0326,OpenAlex
1938-2022,OpenAlex
1177-083X,OpenAlex
1976-8354,OpenAlex
1071-7544,OpenAlex
1616-8666,OpenAlex
1009-5020,OpenAlex
0803-7051,OpenAlex
1406-099X,OpenAlex
0270-5060,OpenAlex
1385-772X,OpenAlex
1751-7192,OpenAlex
1559-2316,OpenAlex
1933-6950,OpenAlex
0954-0105,OpenAlex
1229-8093,OpenAlex
0891-060X,OpenAlex
0883-9514,OpenAlex
1473-5903,OpenAlex
1819-6357,OpenAlex
1351-0002,OpenAlex
1358-314X,OpenAlex
1478-6451,OpenAlex
1949-1042,OpenAlex
1310-2818,OpenAlex
0906-4710,OpenAlex
0703-8992,OpenAlex
1553-8621,OpenAlex
1938-1980,OpenAlex
1947-5705,OpenAlex
1947-5411,OpenAlex
1744-1692,OpenAlex
1559-9612,OpenAlex
1939-7038,OpenAlex
1654-9880,OpenAlex
1381-4788,OpenAlex
0968-8080,OpenAlex
1331-677X,OpenAlex
1388-0209,OpenAlex
0281-3432,OpenAlex
1946-3146,OpenAlex
1548-1603,OpenAlex
1753-8947,OpenAlex
1547-6286,OpenAlex
1346-7581,OpenAlex
2000-2297,OpenAlex
0954-2299,OpenAlex
1387-3954,OpenAlex
0005-1144,OpenAlex
1475-6366,OpenAlex
0886-022X,OpenAlex
0954-0091,OpenAlex
1942-0889,OpenAlex
0256-4718,OpenAlex
1654-6369,OpenAlex
1553-4529,OpenAlex
1087-2981,OpenAlex
0280-6509,OpenAlex
1943-815X,OpenAlex
1994-2060,OpenAlex
1547-6278,OpenAlex
1745-8080,OpenAlex
0265-6736,OpenAlex
0300-9734,OpenAlex
2150-1203,OpenAlex
1745-3674,OpenAlex
1745-2759,OpenAlex
1947-6337,OpenAlex
1463-6778,OpenAlex
1742-9145,OpenAlex
1010-6049,OpenAlex
0985-3111,OpenAlex
0894-1939,OpenAlex
2151-3732,OpenAlex
1544-046X,OpenAlex
2000-4214,OpenAlex
1538-4047,OpenAlex
1594-4077,OpenAlex
0971-2119,OpenAlex
1343-943X,OpenAlex
1468-6996,OpenAlex
0967-4845,OpenAlex
1751-3758,OpenAlex
1239-9736,OpenAlex
1748-2623,OpenAlex
0165-2176,OpenAlex
1744-5647,OpenAlex
1758-3004,OpenAlex
2279-7254,OpenAlex
2164-5515,OpenAlex
2150-5594,OpenAlex
2164-2583,OpenAlex
2000-8066,OpenAlex
2331-1983,OpenAlex
1548-7733,OpenAlex
1729-0376,OpenAlex
2002-0317,OpenAlex
2161-4083,OpenAlex
2001-8525,OpenAlex
2164-2850,OpenAlex
2000-9666,OpenAlex
2169-3277,OpenAlex
2326-5507,OpenAlex
2376-6808,OpenAlex
2312-0053,OpenAlex
1128-7462,OpenAlex
2222-1751,OpenAlex
2329-9037,OpenAlex
2372-3556,OpenAlex
1598-0316,OpenAlex
2380-2359,OpenAlex
2090-9977,OpenAlex
2187-0764,OpenAlex
2331-186X,OpenAlex
2158-0715,OpenAlex
1687-4048,OpenAlex
1473-2971,OpenAlex
2233-5951,OpenAlex
0267-3843,OpenAlex
1607-0658,OpenAlex
2078-6190,OpenAlex
1110-1849,OpenAlex
2168-1376,OpenAlex
2166-3831,OpenAlex
2001-3078,OpenAlex
2331-1908,OpenAlex
2000-4508,OpenAlex
2074-2835,OpenAlex
2314-4599,OpenAlex
2386-3781,OpenAlex
2693-9169,OpenAlex
2694-1112,OpenAlex
1882-4889,OpenAlex
2766-0400,OpenAlex
2767-8490,OpenAlex
2766-9645,OpenAlex
2055-0332,OpenAlex
2333-7931,OpenAlex
2155-6660,OpenAlex
2475-4269,OpenAlex
2000-7493,OpenAlex
2641-0397,OpenAlex
2372-3505,OpenAlex
2574-2558,OpenAlex
2333-5432,OpenAlex
2474-0527,OpenAlex
2574-254X,OpenAlex
2473-4306,OpenAlex
2377-9497,OpenAlex
2165-5979,OpenAlex
2474-736X,OpenAlex
2166-5095,OpenAlex
2332-0885,OpenAlex
2641-5275,OpenAlex
2474-9508,OpenAlex
2381-5639,OpenAlex
2572-3618,OpenAlex
2572-5084,OpenAlex
2375-3234,OpenAlex
2469-9322,OpenAlex
2639-5908,OpenAlex
2162-3945,OpenAlex
2169-7213,OpenAlex
2054-8923,OpenAlex
2475-0581,OpenAlex
2689-5307,OpenAlex
2332-8878,OpenAlex
2327-3747,OpenAlex
2578-7616,OpenAlex
2639-5940,OpenAlex
2165-0020,OpenAlex
2578-5826,OpenAlex
1608-9677,OpenAlex
2475-1839,OpenAlex
2224-3534,OpenAlex
1949-8284,OpenAlex
2055-0359,OpenAlex
1940-4476,OpenAlex
2638-8081,OpenAlex
2328-8604,OpenAlex
2377-2484,OpenAlex
2475-9651,OpenAlex
2471-1411,OpenAlex
2578-7470,OpenAlex
2576-5299,OpenAlex
2476-1028,OpenAlex
2574-5417,OpenAlex
2575-1654,OpenAlex
2331-1835,OpenAlex
2578-9821,OpenAlex
2169-8252,OpenAlex
2055-0316,OpenAlex
2055-0758,OpenAlex
2314-808X,OpenAlex
2330-443X,OpenAlex
2574-1292,OpenAlex
1947-5691,OpenAlex
2002-1518,OpenAlex
2096-4129,OpenAlex
2374-6149,OpenAlex
2688-9277,OpenAlex
2001-6689,OpenAlex
2572-9861,OpenAlex
2220-1181,OpenAlex
2475-0263,OpenAlex
1110-4929,OpenAlex
2375-2696,OpenAlex
2769-0911,OpenAlex
2041-6520,OpenAlex
2046-2069,OpenAlex
2633-0679,OpenAlex
2634-3606,OpenAlex
2516-0230,OpenAlex
2633-5409,OpenAlex
2754-7000,OpenAlex
2753-1457,OpenAlex
2635-0998,OpenAlex
2635-098X,OpenAlex
2753-801X,OpenAlex
2753-8125,OpenAlex
2753-8095,OpenAlex
0006-2294,OpenAlex
1382-2373,OpenAlex
1871-031X,OpenAlex
1566-5844,OpenAlex
1955-2629,OpenAlex
2214-1324,OpenAlex
1128-7209,OpenAlex
2772-3186,OpenAlex
2468-5534,OpenAlex
2352-1333,OpenAlex
2667-078X,OpenAlex
1817-7530,OpenAlex
0772-0793,OpenAlex
2589-7446,OpenAlex
2352-7072,OpenAlex
2588-879X,OpenAlex
2212-5884,OpenAlex
2590-2539,OpenAlex
2364-4583,OpenAlex
2666-0385,OpenAlex
1392-2343,OpenAlex
0859-9920,OpenAlex
2667-0755,OpenAlex
2542-5099,OpenAlex
2364-2807,OpenAlex
2543-0122,OpenAlex
2452-3666,OpenAlex
2211-6249,OpenAlex
2772-8242,OpenAlex
1750-2640,OpenAlex
1530-8669,OpenAlex
1759-7706,OpenAlex
1755-263X,OpenAlex
1438-7492,OpenAlex
1341-9145,OpenAlex
1015-6305,OpenAlex
2044-0588,OpenAlex
1757-1693,OpenAlex
1364-3703,OpenAlex
0960-7722,OpenAlex
1942-5120,OpenAlex
1065-9471,OpenAlex
0160-9289,OpenAlex
1755-5930,OpenAlex
1755-5914,OpenAlex
0161-0457,OpenAlex
1474-9718,OpenAlex
1607-551X,OpenAlex
1445-5781,OpenAlex
1369-6513,OpenAlex
2157-6564,OpenAlex
2045-7758,OpenAlex
2047-9980,OpenAlex
2050-7038,OpenAlex
2050-0904,OpenAlex
2050-2680,OpenAlex
2056-3485,OpenAlex
1831-4732,OpenAlex
2050-0505,OpenAlex
2045-7634,OpenAlex
2328-9503,OpenAlex
2324-9269,OpenAlex
2055-5822,OpenAlex
2199-160X,OpenAlex
2050-4527,OpenAlex
0866-7144,OpenAlex
2055-2238,OpenAlex
2051-3895,OpenAlex
2189-6577,OpenAlex
2211-5463,OpenAlex
2313-1934,OpenAlex
2578-3270,OpenAlex
2054-4049,OpenAlex
2056-6646,OpenAlex
2769-2558,OpenAlex
2699-9307,OpenAlex
2398-8835,OpenAlex
2688-268X,OpenAlex
2397-9070,OpenAlex
2692-4560,OpenAlex
2628-5452,OpenAlex
2643-8909,OpenAlex
2378-8038,OpenAlex
2698-6248,OpenAlex
2688-4062,OpenAlex
2510-5345,OpenAlex
2637-9368,OpenAlex
2380-6761,OpenAlex
2574-4593,OpenAlex
2766-2098,OpenAlex
2690-442X,OpenAlex
2474-9842,OpenAlex
2574-2272,OpenAlex
2578-1863,OpenAlex
2573-8488,OpenAlex
2577-171X,OpenAlex
2567-3173,OpenAlex
2693-8847,OpenAlex
2577-6576,OpenAlex
2769-2450,OpenAlex
2577-0470,OpenAlex
2642-3561,OpenAlex
2572-1143,OpenAlex
2768-6566,OpenAlex
2699-9412,OpenAlex
2052-8817,OpenAlex
2057-4347,OpenAlex
2578-2703,OpenAlex
2617-1619,OpenAlex
2473-4039,OpenAlex
2698-5977,OpenAlex
2639-6181,OpenAlex
1478-1239,OpenAlex
2692-9384,OpenAlex
2628-9725,OpenAlex
2475-8876,OpenAlex
2567-3165,OpenAlex
2573-9832,OpenAlex
2688-819X,OpenAlex
2576-2095,OpenAlex
2692-4609,OpenAlex
2688-4011,OpenAlex
2637-4943,OpenAlex
2379-6146,OpenAlex
2572-2611,OpenAlex
2470-9239,OpenAlex
2056-3744,OpenAlex
2575-1220,OpenAlex
2643-8429,OpenAlex
2641-6573,OpenAlex
2574-173X,OpenAlex
2475-0328,OpenAlex
2475-4455,OpenAlex
2639-6696,OpenAlex
2767-1410,OpenAlex
2045-8827,OpenAlex
2768-2811,OpenAlex
1751-7915,OpenAlex
2054-1058,OpenAlex
2055-4877,OpenAlex
2689-5595,OpenAlex
2690-3857,OpenAlex
2767-4401,OpenAlex
2688-8319,OpenAlex
2688-4526,OpenAlex
2688-4046,OpenAlex
2688-2663,OpenAlex
2575-8314,OpenAlex
2576-604X,OpenAlex
2692-4552,OpenAlex
2768-0622,OpenAlex
2627-1850,OpenAlex
2768-1688,OpenAlex
2637-3807,OpenAlex
2378-2242,OpenAlex
2767-1399,OpenAlex
2573-7619,OpenAlex
2523-3548,OpenAlex
2475-0360,OpenAlex
2056-4538,OpenAlex
2577-8196,OpenAlex
2398-7324,OpenAlex
2475-0387,OpenAlex
2699-9293,OpenAlex
2328-5540,OpenAlex
2049-6060,OpenAlex
2688-3740,OpenAlex
2688-1152,OpenAlex
2767-035X,OpenAlex
2688-6146,OpenAlex
2640-4567,OpenAlex
2471-1403,OpenAlex
2577-7408,OpenAlex
2689-9655,OpenAlex
2052-4986,OpenAlex
2694-5746,OpenAlex
2692-4587,OpenAlex
2050-0068,OpenAlex
2575-6265,OpenAlex
2573-8348,OpenAlex
2578-5745,OpenAlex
2642-2514,OpenAlex
2770-596X,OpenAlex
0867-1761,OpenAlex
1758-2652,OpenAlex
2519-139X,OpenAlex
2115-7251,OpenAlex
2105-0716,OpenAlex
1751-7311,OpenAlex
1319-562X,OpenAlex
1567-1348,OpenAlex
1807-5932,OpenAlex
0969-9961,OpenAlex
0939-3889,OpenAlex
1043-6618,OpenAlex
1728-869X,OpenAlex
0212-6567,OpenAlex
1470-160X,OpenAlex
1413-8670,OpenAlex
1110-8665,OpenAlex
0366-3175,OpenAlex
1319-6103,OpenAlex
0965-2299,OpenAlex
1873-5061,OpenAlex
1989-1342,OpenAlex
0975-9476,OpenAlex
1697-2600,OpenAlex
0531-5565,OpenAlex
0032-5791,OpenAlex
1871-6784,OpenAlex
1053-8119,OpenAlex
1939-4551,OpenAlex
1350-4177,OpenAlex
1878-5352,OpenAlex
1574-7891,OpenAlex
1388-2481,OpenAlex
0014-4800,OpenAlex
1524-0703,OpenAlex
1878-0067,OpenAlex
1756-4646,OpenAlex
1347-8613,OpenAlex
1672-0229,OpenAlex
0160-4120,OpenAlex
0169-1368,OpenAlex
0888-7543,OpenAlex
1876-0341,OpenAlex
2210-2612,OpenAlex
1665-2681,OpenAlex
1880-4276,OpenAlex
0011-393X,OpenAlex
1438-4221,OpenAlex
1684-1182,OpenAlex
1476-5586,OpenAlex
1876-4754,OpenAlex
2090-1224,OpenAlex
1319-0164,OpenAlex
1201-9712,OpenAlex
1477-8939,OpenAlex
1449-4035,OpenAlex
0142-9418,OpenAlex
0960-9776,OpenAlex
1930-0433,OpenAlex
1877-959X,OpenAlex
1385-1101,OpenAlex
0147-6513,OpenAlex
0038-0806,OpenAlex
0010-440X,OpenAlex
1439-1791,OpenAlex
0022-0302,OpenAlex
0168-1702,OpenAlex
0020-6539,OpenAlex
0928-0987,OpenAlex
0264-1275,OpenAlex
0171-9335,OpenAlex
0023-6438,OpenAlex
0016-7061,OpenAlex
0753-3322,OpenAlex
0002-9459,OpenAlex
1018-3647,OpenAlex
0362-028X,OpenAlex
0378-3774,OpenAlex
0361-9230,OpenAlex
1566-7367,OpenAlex
1936-5233,OpenAlex
0255-0857,OpenAlex
0001-6918,OpenAlex
1878-9293,OpenAlex
0890-8508,OpenAlex
2352-3409,OpenAlex
2352-7110,OpenAlex
2211-3207,OpenAlex
2095-3119,OpenAlex
2352-3964,OpenAlex
2211-419X,OpenAlex
2211-3355,OpenAlex
2050-1161,OpenAlex
2211-467X,OpenAlex
2352-5134,OpenAlex
2214-5095,OpenAlex
2213-7165,OpenAlex
2468-4287,OpenAlex
2215-017X,OpenAlex
2212-8778,OpenAlex
2352-345X,OpenAlex
1319-1578,OpenAlex
2215-0986,OpenAlex
2213-5766,OpenAlex
2095-0349,OpenAlex
1674-6384,OpenAlex
1110-0168,OpenAlex
2352-3441,OpenAlex
0972-8600,OpenAlex
2351-9894,OpenAlex
2213-0489,OpenAlex
2211-3797,OpenAlex
2214-031X,OpenAlex
1110-9823,OpenAlex
2451-8654,OpenAlex
2213-6711,OpenAlex
2352-1791,OpenAlex
2212-0947,OpenAlex
2214-6237,OpenAlex
2352-8273,OpenAlex
2352-1872,OpenAlex
2468-2179,OpenAlex
0303-2434,OpenAlex
2213-2317,OpenAlex
2405-5808,OpenAlex
2090-598X,OpenAlex
1674-2834,OpenAlex
2238-7854,OpenAlex
1026-9185,OpenAlex
2214-157X,OpenAlex
2468-0249,OpenAlex
2055-6640,OpenAlex
2352-5126,OpenAlex
2352-1864,OpenAlex
2352-8478,OpenAlex
1658-3655,OpenAlex
2090-5068,OpenAlex
2213-2244,OpenAlex
2451-9936,OpenAlex
1687-8507,OpenAlex
2212-0963,OpenAlex
2211-7539,OpenAlex
2214-4420,OpenAlex
2468-2667,OpenAlex
2210-6006,OpenAlex
2212-1366,OpenAlex
2352-5789,OpenAlex
2214-4269,OpenAlex
2237-9363,OpenAlex
2212-6287,OpenAlex
2214-7500,OpenAlex
2213-0071,OpenAlex
2213-3984,OpenAlex
2090-4479,OpenAlex
2214-1804,OpenAlex
2212-9685,OpenAlex
1319-5166,OpenAlex
2095-1779,OpenAlex
2214-0271,OpenAlex
2052-2975,OpenAlex
2376-0605,OpenAlex
2352-3204,OpenAlex
2213-5979,OpenAlex
2468-2330,OpenAlex
2444-8834,OpenAlex
2451-9944,OpenAlex
2215-0013,OpenAlex
2352-9148,OpenAlex
2352-6440,OpenAlex
2542-4548,OpenAlex
2405-8440,OpenAlex
2468-9122,OpenAlex
2405-6766,OpenAlex
2214-7160,OpenAlex
2372-7705,OpenAlex
2405-9595,OpenAlex
2214-5419,OpenAlex
2405-4283,OpenAlex
2405-8572,OpenAlex
2467-981X,OpenAlex
2542-5196,OpenAlex
2214-7519,OpenAlex
2214-1391,OpenAlex
2352-0477,OpenAlex
2468-0672,OpenAlex
2352-7285,OpenAlex
2213-1582,OpenAlex
2352-2895,OpenAlex
2352-8737,OpenAlex
2589-5370,OpenAlex
2405-8807,OpenAlex
2405-6324,OpenAlex
2352-8729,OpenAlex
2468-5488,OpenAlex
2214-6628,OpenAlex
2214-0301,OpenAlex
2215-0390,OpenAlex
2352-5517,OpenAlex
2405-6731,OpenAlex
2452-073X,OpenAlex
2215-0382,OpenAlex
2215-0161,OpenAlex
2214-9112,OpenAlex
2214-2509,OpenAlex
2451-943X,OpenAlex
2352-4847,OpenAlex
2352-3646,OpenAlex
2405-6502,OpenAlex
2352-8532,OpenAlex
2405-5794,OpenAlex
2352-9067,OpenAlex
2352-9520,OpenAlex
2352-7714,OpenAlex
2405-6316,OpenAlex
2444-569X,OpenAlex
2405-6308,OpenAlex
2226-5856,OpenAlex
2212-3717,OpenAlex
2468-6441,OpenAlex
1575-1813,OpenAlex
2451-9596,OpenAlex
2214-5818,OpenAlex
2214-854X,OpenAlex
2352-5878,OpenAlex
2468-4481,OpenAlex
2772-4875,OpenAlex
2666-9129,OpenAlex
2666-3791,OpenAlex
2666-3783,OpenAlex
2666-5247,OpenAlex
2772-7076,OpenAlex
2666-6596,OpenAlex
2666-3740,OpenAlex
2666-822X,OpenAlex
2772-6967,OpenAlex
1569-8432,OpenAlex
2589-8116,OpenAlex
2666-9579,OpenAlex
2666-5212,OpenAlex
2666-4976,OpenAlex
2772-4271,OpenAlex
2666-5662,OpenAlex
2666-5158,OpenAlex
2589-8450,OpenAlex
2590-051X,OpenAlex
2666-2027,OpenAlex
2666-9501,OpenAlex
2589-9589,OpenAlex
2666-5182,OpenAlex
2666-0172,OpenAlex
2772-3747,OpenAlex
2667-114X,OpenAlex
2666-5603,OpenAlex
2667-1182,OpenAlex
2667-095X,OpenAlex
2666-6677,OpenAlex
2666-2787,OpenAlex
2772-5820,OpenAlex
2666-8211,OpenAlex
2590-0617,OpenAlex
2666-5425,OpenAlex
1326-0200,OpenAlex
2666-3538,OpenAlex
2590-1745,OpenAlex
2667-0321,OpenAlex
2667-1131,OpenAlex
2666-3546,OpenAlex
2590-0498,OpenAlex
2590-2571,OpenAlex
2772-6533,OpenAlex
1056-6171,OpenAlex
2590-1613,OpenAlex
2667-2685,OpenAlex
2667-2375,OpenAlex
2667-0313,OpenAlex
2666-5220,OpenAlex
2772-4174,OpenAlex
2666-5352,OpenAlex
2667-0224,OpenAlex
2666-0520,OpenAlex
2667-0410,OpenAlex
2666-9153,OpenAlex
2092-5212,OpenAlex
2772-6568,OpenAlex
2666-1888,OpenAlex
2667-3215,OpenAlex
2666-8459,OpenAlex
2772-6282,OpenAlex
